id_student_assessment,id_student,id_assessment,code_module,code_presentation,date_submitted,is_banked,score
1960,6,15018,BBB,2014B,159.0,0,83.88084296298169
1961,6,15019,BBB,2014B,192.0,0,54.361369834158154
1962,6,15008,BBB,2014B,13.0,0,100.0
1963,6,15009,BBB,2014B,46.0,0,45.95091516569547
1964,6,15010,BBB,2014B,83.0,0,51.36520131770264
1965,6,15011,BBB,2014B,119.0,0,48.61316814530853
1966,6,15012,BBB,2014B,150.0,0,88.16943992946655
1967,6,15013,BBB,2014B,196.0,1,61.452869027201814
1968,6,15014,BBB,2014B,,0,64.83663427470599
1969,116,15015,BBB,2014B,52.0,0,87.37553630506594
1970,116,15016,BBB,2014B,80.0,0,59.79939651024458
1971,116,15017,BBB,2014B,115.0,0,39.771823259928425
1972,116,15018,BBB,2014B,160.0,0,35.185851447019104
1973,116,15019,BBB,2014B,190.0,0,96.67301112184768
1974,116,15008,BBB,2014B,14.0,0,73.2985781813742
1975,116,15009,BBB,2014B,43.0,0,53.82384337744084
1976,116,15010,BBB,2014B,77.0,0,68.52863691533939
1977,116,15011,BBB,2014B,121.0,0,55.174731874483385
1978,116,15012,BBB,2014B,154.0,0,82.78132652342303
1979,116,15013,BBB,2014B,194.0,0,58.91148042390313
1980,116,15014,BBB,2014B,,0,70.970960918911
1981,131,15015,BBB,2014B,46.0,0,26.232178774755695
1982,131,15016,BBB,2014B,80.0,0,67.53938160159575
1983,131,15017,BBB,2014B,120.0,0,62.02086878330106
1984,131,15018,BBB,2014B,159.0,0,47.05485329848267
1985,131,15019,BBB,2014B,199.0,0,42.059783699118356
1986,131,15008,BBB,2014B,19.0,0,84.1627231522281
1987,131,15009,BBB,2014B,45.0,0,80.37516074441825
1988,131,15010,BBB,2014B,78.0,0,28.222703319044626
1989,131,15011,BBB,2014B,114.0,0,100.0
1990,131,15012,BBB,2014B,147.0,0,56.161926736691804
1991,131,15013,BBB,2014B,197.0,0,43.67459257225797
1992,131,15014,BBB,2014B,,0,39.51774286058952
1993,123,15015,BBB,2014B,44.0,0,78.4478593976175
1994,123,15016,BBB,2014B,78.0,0,100.0
1995,123,15017,BBB,2014B,125.0,0,66.38170385448542
1996,123,15018,BBB,2014B,157.0,1,8.787433667638325
1997,123,15019,BBB,2014B,193.0,0,44.21256788138041
1998,123,15008,BBB,2014B,8.0,0,47.63438536400079
1999,123,15009,BBB,2014B,47.0,0,85.19171935782387
2000,123,15010,BBB,2014B,86.0,0,34.708529818828865
2001,123,15011,BBB,2014B,115.0,0,88.49990724503162
2002,123,15012,BBB,2014B,155.0,0,63.433242172477705
2003,123,15013,BBB,2014B,189.0,0,100.0
2004,123,15014,BBB,2014B,,0,23.96645635711576
2005,107,15015,BBB,2014B,43.0,0,61.529118549565204
2006,107,15016,BBB,2014B,86.0,0,74.30457792918926
2007,107,15017,BBB,2014B,124.0,0,19.852140355780406
2008,107,15018,BBB,2014B,156.0,0,63.083112585896295
2009,107,15019,BBB,2014B,189.0,1,42.2350810788014
2010,107,15008,BBB,2014B,18.0,0,50.636024789884765
2011,107,15009,BBB,2014B,41.0,0,43.227303138819224
2012,107,15010,BBB,2014B,88.0,1,100.0
2013,107,15011,BBB,2014B,118.0,0,40.79476418306122
2014,107,15012,BBB,2014B,158.0,0,93.56468428949383
2015,107,15013,BBB,2014B,200.0,0,81.52291232081032
2016,107,15014,BBB,2014B,,1,68.04131648978965
2017,41,15015,BBB,2014B,42.0,0,89.22038518748403
2018,41,15016,BBB,2014B,82.0,0,76.55699729335838
2019,41,15017,BBB,2014B,116.0,1,66.73623332320807
2020,41,15018,BBB,2014B,149.0,0,100.0
2021,41,15019,BBB,2014B,199.0,0,84.8697693849785
2022,41,15008,BBB,2014B,17.0,0,46.470502403320765
2023,41,15009,BBB,2014B,44.0,0,54.47052578254276
2024,41,15010,BBB,2014B,85.0,0,72.98571396496757
2025,41,15011,BBB,2014B,119.0,0,65.2966677592944
2026,41,15012,BBB,2014B,152.0,0,64.78191693700876
2027,41,15013,BBB,2014B,194.0,1,61.363247168161955
2028,41,15014,BBB,2014B,,0,0.0
2029,162,15015,BBB,2014B,52.0,0,92.66271293556305
2030,162,15016,BBB,2014B,90.0,0,51.3969526849636
2031,162,15017,BBB,2014B,125.0,0,59.87149661742839
2032,162,15018,BBB,2014B,156.0,0,82.7145270776371
2033,162,15019,BBB,2014B,195.0,0,74.14449623898687
2034,162,15008,BBB,2014B,19.0,0,92.05518061229526
2035,162,15009,BBB,2014B,48.0,0,55.29117261791801
2036,162,15010,BBB,2014B,84.0,0,42.81048910320513
2037,162,15011,BBB,2014B,120.0,0,89.29888213709938
2038,162,15012,BBB,2014B,160.0,0,67.11540767048247
2039,162,15013,BBB,2014B,193.0,0,66.54515332291838
2040,162,15014,BBB,2014B,,0,0.0
2041,103,15015,BBB,2014B,49.0,0,86.38567412790366
2042,103,15016,BBB,2014B,79.0,0,60.83589484020068
2043,103,15017,BBB,2014B,123.0,0,67.51090558599527
2044,103,15018,BBB,2014B,161.0,0,61.36882156809535
2045,103,15019,BBB,2014B,195.0,0,57.74288745252786
2046,103,15008,BBB,2014B,8.0,0,34.45077287762592
2047,103,15009,BBB,2014B,43.0,0,100.0
2048,103,15010,BBB,2014B,82.0,0,55.95458321612887
2049,103,15011,BBB,2014B,113.0,0,93.68002007460922
2050,103,15012,BBB,2014B,155.0,0,47.26721661590804
2051,103,15013,BBB,2014B,199.0,0,66.81167846962994
2052,103,15014,BBB,2014B,,0,78.81596336198092
2053,134,15015,BBB,2014B,52.0,0,73.17285721576212
2054,134,15016,BBB,2014B,81.0,0,58.057160596711405
2055,134,15017,BBB,2014B,119.0,1,43.64272662598328
2056,134,15018,BBB,2014B,156.0,1,65.50242177102537
2057,134,15019,BBB,2014B,191.0,0,89.36045609439287
2058,134,15008,BBB,2014B,9.0,0,85.69346794610911
2059,134,15009,BBB,2014B,49.0,0,44.19451246579951
2060,134,15010,BBB,2014B,83.0,0,60.61872411010852
2061,134,15011,BBB,2014B,116.0,0,58.99806607829164
2062,134,15012,BBB,2014B,148.0,0,84.98170119965792
2063,134,15013,BBB,2014B,198.0,0,69.41789736014807
2064,134,15014,BBB,2014B,,0,74.49128391871113
2065,31,15015,BBB,2014B,44.0,0,87.36996360843366
2066,31,15016,BBB,2014B,81.0,0,68.29553058135859
2067,31,15017,BBB,2014B,120.0,0,53.835394752044316
2068,31,15018,BBB,2014B,151.0,0,77.25650643338642
2069,31,15019,BBB,2014B,196.0,0,58.94143468388747
2070,31,15008,BBB,2014B,15.0,0,68.83544867288276
2071,31,15009,BBB,2014B,45.0,0,88.49523600466077
2072,31,15010,BBB,2014B,77.0,0,100.0
2073,31,15011,BBB,2014B,122.0,0,77.16959362612975
2074,31,15012,BBB,2014B,149.0,0,63.81547662658454
2075,31,15013,BBB,2014B,200.0,0,83.62791675340435
2076,31,15014,BBB,2014B,,0,27.488302129475393
2077,106,15015,BBB,2014B,45.0,0,75.11015515183591
2078,106,15016,BBB,2014B,91.0,0,64.60970394496597
2079,106,15017,BBB,2014B,120.0,0,41.83313932875741
2080,106,15018,BBB,2014B,157.0,0,30.501700321617008
2081,106,15019,BBB,2014B,201.0,0,83.54868287866817
2082,106,15008,BBB,2014B,9.0,0,97.09249416109893
2083,106,15009,BBB,2014B,40.0,0,45.72631831615175
2084,106,15010,BBB,2014B,91.0,0,68.49132296686722
2085,106,15011,BBB,2014B,125.0,0,68.96344539446234
2086,106,15012,BBB,2014B,155.0,1,84.20386703530983
2087,106,15013,BBB,2014B,190.0,0,85.79220763897837
2088,106,15014,BBB,2014B,,0,38.70206517644037
2089,86,15015,BBB,2014B,42.0,0,55.44421191872844
2090,86,15016,BBB,2014B,80.0,0,71.04300474863716
2091,86,15017,BBB,2014B,115.0,0,27.108376990553943
2092,86,15018,BBB,2014B,153.0,0,61.799226528413115
2093,86,15019,BBB,2014B,196.0,1,85.09843438099522
2094,86,15008,BBB,2014B,21.0,0,96.94515620952623
2095,86,15009,BBB,2014B,49.0,0,57.350891626588805
2096,86,15010,BBB,2014B,84.0,0,65.95663528723743
2097,86,15011,BBB,2014B,122.0,0,98.9957346204248
2098,86,15012,BBB,2014B,151.0,0,77.81973222370468
2099,86,15013,BBB,2014B,203.0,0,62.79888528420788
2100,86,15014,BBB,2014B,,0,36.307423469569656
2101,189,15015,BBB,2014B,44.0,0,94.90428995737139
2102,189,15016,BBB,2014B,90.0,1,80.39641806315574
2103,189,15017,BBB,2014B,119.0,1,78.57479106441194
2104,189,15018,BBB,2014B,159.0,0,32.93641528257584
2105,189,15019,BBB,2014B,203.0,0,34.34384199313588
2106,189,15008,BBB,2014B,7.0,0,44.95035237186021
2107,189,15009,BBB,2014B,44.0,0,100.0
2108,189,15010,BBB,2014B,89.0,0,92.20238857822805
2109,189,15011,BBB,2014B,121.0,0,74.65852108080185
2110,189,15012,BBB,2014B,159.0,0,89.93624921789188
2111,189,15013,BBB,2014B,189.0,0,64.03973733718297
2112,189,15014,BBB,2014B,,0,85.44111180609417
2113,154,15015,BBB,2014B,48.0,0,94.52380199459608
2114,154,15016,BBB,2014B,84.0,1,66.25308985557315
2115,154,15017,BBB,2014B,120.0,0,83.61066638649183
2116,154,15018,BBB,2014B,147.0,0,51.783176064948385
2117,154,15019,BBB,2014B,199.0,0,73.57642012024296
2118,154,15008,BBB,2014B,20.0,0,43.379758604748794
2119,154,15009,BBB,2014B,38.0,0,55.80517209873922
2120,154,15010,BBB,2014B,88.0,0,58.21823410946346
2121,154,15011,BBB,2014B,126.0,0,0.0
2122,154,15012,BBB,2014B,161.0,0,63.37228611431758
2123,154,15013,BBB,2014B,192.0,0,42.69506927246372
2124,154,15014,BBB,2014B,,0,53.042243603085595
2125,20,15015,BBB,2014B,52.0,0,50.486325974835545
2126,20,15016,BBB,2014B,78.0,1,43.43317276359892
2127,20,15017,BBB,2014B,115.0,1,59.254315494199936
2128,20,15018,BBB,2014B,160.0,0,85.58182273374648
2129,20,15019,BBB,2014B,202.0,0,79.33451209761142
2130,20,15008,BBB,2014B,14.0,1,46.76379772386008
2131,20,15009,BBB,2014B,35.0,0,33.184700061276146
2132,20,15010,BBB,2014B,89.0,0,72.44704928940118
2133,20,15011,BBB,2014B,119.0,1,60.150418916922135
2134,20,15012,BBB,2014B,148.0,0,44.0045368347872
2135,20,15013,BBB,2014B,195.0,0,100.0
2136,20,15014,BBB,2014B,,0,73.15893074254994
2137,26,15015,BBB,2014B,43.0,0,47.711393726529245
2138,26,15016,BBB,2014B,78.0,0,78.85551539416475
2139,26,15017,BBB,2014B,126.0,1,51.190445768671566
2140,26,15018,BBB,2014B,158.0,0,53.06874140830694
2141,26,15019,BBB,2014B,201.0,0,62.00728111496415
2142,26,15008,BBB,2014B,11.0,0,38.26044083718891
2143,26,15009,BBB,2014B,42.0,0,47.575083763709785
2144,26,15010,BBB,2014B,88.0,0,64.58320894457525
2145,26,15011,BBB,2014B,121.0,0,90.97386581986848
2146,26,15012,BBB,2014B,147.0,1,70.638360415021
2147,26,15013,BBB,2014B,192.0,0,62.196376127782855
2148,26,15014,BBB,2014B,,0,76.23506289556157
2149,179,15015,BBB,2014B,48.0,0,38.22552587728853
2150,179,15016,BBB,2014B,83.0,0,47.286636319871675
2151,179,15017,BBB,2014B,124.0,1,70.72502542601552
2152,179,15018,BBB,2014B,150.0,0,46.06038110934041
2153,179,15019,BBB,2014B,193.0,0,66.26481028927527
2154,179,15008,BBB,2014B,12.0,0,71.36925676299255
2155,179,15009,BBB,2014B,49.0,0,31.653885946092572
2156,179,15010,BBB,2014B,81.0,0,94.05306156769386
2157,179,15011,BBB,2014B,114.0,0,29.8848420977668
2158,179,15012,BBB,2014B,149.0,0,69.31807741052455
2159,179,15013,BBB,2014B,200.0,0,34.711718752037584
2160,179,15014,BBB,2014B,,0,73.71751190987251
2161,121,15015,BBB,2014B,53.0,0,96.58125092467284
2162,121,15016,BBB,2014B,91.0,0,39.43027786107535
2163,121,15017,BBB,2014B,117.0,1,48.99413436785247
2164,121,15018,BBB,2014B,150.0,0,64.64144063500403
2165,121,15019,BBB,2014B,189.0,0,73.24327693007007
2166,121,15008,BBB,2014B,7.0,0,49.04438547851618
2167,121,15009,BBB,2014B,46.0,1,98.84626038209751
2168,121,15010,BBB,2014B,91.0,0,59.80557657846935
2169,121,15011,BBB,2014B,116.0,0,59.85567926310609
2170,121,15012,BBB,2014B,151.0,0,41.355071960231996
2171,121,15013,BBB,2014B,197.0,0,52.796686590244875
2172,121,15014,BBB,2014B,,0,74.82085426582685
2173,9,15015,BBB,2014B,52.0,0,66.37256399865511
2174,9,15016,BBB,2014B,81.0,0,86.24382615254382
2175,9,15017,BBB,2014B,118.0,0,78.75804165784797
2176,9,15018,BBB,2014B,159.0,0,58.056770351631
2177,9,15019,BBB,2014B,199.0,0,78.72283848483532
2178,9,15008,BBB,2014B,14.0,0,36.763835585173545
2179,9,15009,BBB,2014B,45.0,0,81.87580051763152
2180,9,15010,BBB,2014B,80.0,0,71.32175644217868
2181,9,15011,BBB,2014B,117.0,0,91.19626670384248
2182,9,15012,BBB,2014B,149.0,0,41.57171215812022
2183,9,15013,BBB,2014B,193.0,0,50.03818034302675
2184,9,15014,BBB,2014B,,0,67.29147332972616
2185,71,15015,BBB,2014B,45.0,0,54.036828757772945
2186,71,15016,BBB,2014B,86.0,0,63.95615732843858
2187,71,15017,BBB,2014B,115.0,0,87.87872626763895
2188,71,15018,BBB,2014B,147.0,0,83.70784300099255
2189,71,15019,BBB,2014B,190.0,0,36.908510566737334
2190,71,15008,BBB,2014B,18.0,0,49.111577662956535
2191,71,15009,BBB,2014B,47.0,0,100.0
2192,71,15010,BBB,2014B,84.0,0,68.42241934614653
2193,71,15011,BBB,2014B,113.0,0,100.0
2194,71,15012,BBB,2014B,160.0,0,68.32108741071346
2195,71,15013,BBB,2014B,194.0,0,66.24046355913453
2196,71,15014,BBB,2014B,,0,35.41612857413239
2197,57,15015,BBB,2014B,47.0,0,63.053080622145345
2198,57,15016,BBB,2014B,77.0,0,80.57548615955565
2199,57,15017,BBB,2014B,116.0,0,40.731777983613085
2200,57,15018,BBB,2014B,151.0,0,100.0
2201,57,15019,BBB,2014B,190.0,1,41.801187351511714
2202,57,15008,BBB,2014B,13.0,1,77.04530524215836
2203,57,15009,BBB,2014B,38.0,0,87.51345073368014
2204,57,15010,BBB,2014B,78.0,0,34.32531796659637
2205,57,15011,BBB,2014B,113.0,1,92.25054739313717
2206,57,15012,BBB,2014B,153.0,0,39.36845081899055
2207,57,15013,BBB,2014B,199.0,0,83.83238027102982
2208,57,15014,BBB,2014B,,0,61.912951556092786
2209,172,15015,BBB,2014B,49.0,0,72.05107855167161
2210,172,15016,BBB,2014B,85.0,0,52.45190173634983
2211,172,15017,BBB,2014B,119.0,0,41.42105258467907
2212,172,15018,BBB,2014B,147.0,0,36.69935738941042
2213,172,15019,BBB,2014B,189.0,0,66.33480645859743
2214,172,15008,BBB,2014B,21.0,1,72.49728558268728
2215,172,15009,BBB,2014B,46.0,1,67.48752244601859
2216,172,15010,BBB,2014B,82.0,0,96.96221791503518
2217,172,15011,BBB,2014B,121.0,0,68.29115781257293
2218,172,15012,BBB,2014B,161.0,0,69.49484239164349
2219,172,15013,BBB,2014B,190.0,0,47.437565927890944
2220,172,15014,BBB,2014B,,0,35.376346872074194
2221,99,15015,BBB,2014B,46.0,0,82.37304482524442
2222,99,15016,BBB,2014B,79.0,0,100.0
2223,99,15017,BBB,2014B,115.0,1,60.88645454107774
2224,99,15018,BBB,2014B,156.0,0,52.89711982643806
2225,99,15019,BBB,2014B,198.0,0,74.92110048903574
2226,99,15008,BBB,2014B,17.0,0,59.85186439363292
2227,99,15009,BBB,2014B,36.0,0,82.19501522021815
2228,99,15010,BBB,2014B,91.0,0,77.87618063906785
2229,99,15011,BBB,2014B,126.0,0,43.7792665353563
2230,99,15012,BBB,2014B,160.0,0,90.23167531043471
2231,99,15013,BBB,2014B,190.0,0,63.468228793652976
2232,99,15014,BBB,2014B,,0,75.07778561671233
2233,14,15015,BBB,2014B,53.0,0,41.375976537022396
2234,14,15016,BBB,2014B,86.0,0,52.54772200081362
2235,14,15017,BBB,2014B,120.0,0,61.432501607834546
2236,14,15018,BBB,2014B,160.0,0,47.36917455852334
2237,14,15019,BBB,2014B,200.0,1,94.48964014756511
2238,14,15008,BBB,2014B,20.0,0,73.17221495127835
2239,14,15009,BBB,2014B,45.0,0,72.54459173189692
2240,14,15010,BBB,2014B,79.0,0,44.35070048063795
2241,14,15011,BBB,2014B,124.0,0,41.45936737093858
2242,14,15012,BBB,2014B,153.0,0,96.2470901874646
2243,14,15013,BBB,2014B,202.0,0,64.43964755332
2244,14,15014,BBB,2014B,,0,90.1750809688137
2245,140,15015,BBB,2014B,53.0,0,61.18698503624223
2246,140,15016,BBB,2014B,80.0,0,68.67447903755343
2247,140,15017,BBB,2014B,122.0,0,58.80180069391198
2248,140,15018,BBB,2014B,147.0,0,77.2851097618813
2249,140,15019,BBB,2014B,190.0,0,38.85803311201735
2250,140,15008,BBB,2014B,14.0,0,68.72136864941093
2251,140,15009,BBB,2014B,37.0,0,89.41505206509476
2252,140,15010,BBB,2014B,78.0,0,99.77596721901737
2253,140,15011,BBB,2014B,126.0,1,75.44041270221533
2254,140,15012,BBB,2014B,156.0,0,54.13596999247326
2255,140,15013,BBB,2014B,192.0,0,97.5917723486387
2256,140,15014,BBB,2014B,,0,52.59003371134545
2257,108,15015,BBB,2014B,49.0,0,27.173916955395732
2258,108,15016,BBB,2014B,79.0,0,75.67270855610167
2259,108,15017,BBB,2014B,124.0,0,25.04623713028812
2260,108,15018,BBB,2014B,150.0,0,37.33918048774882
2261,108,15019,BBB,2014B,195.0,0,90.49268740089819
2262,108,15008,BBB,2014B,9.0,0,47.30157541601892
2263,108,15009,BBB,2014B,45.0,0,53.36996094010906
2264,108,15010,BBB,2014B,80.0,0,46.48715138608688
2265,108,15011,BBB,2014B,122.0,1,61.91592980577173
2266,108,15012,BBB,2014B,148.0,0,66.79716545666463
2267,108,15013,BBB,2014B,203.0,0,62.33948648071553
2268,108,15014,BBB,2014B,,0,33.64878761707946
2269,155,15015,BBB,2014B,42.0,0,83.38884832850081
2270,155,15016,BBB,2014B,89.0,0,87.12185045706748
2271,155,15017,BBB,2014B,125.0,0,63.52030436927462
2272,155,15018,BBB,2014B,148.0,0,56.81359570826629
2273,155,15019,BBB,2014B,194.0,0,42.9066490454497
2274,155,15008,BBB,2014B,10.0,1,42.136787879198394
2275,155,15009,BBB,2014B,39.0,0,73.71337037282984
2276,155,15010,BBB,2014B,87.0,0,98.16524721217577
2277,155,15011,BBB,2014B,126.0,0,52.16284761860308
2278,155,15012,BBB,2014B,155.0,1,67.63807057461068
2279,155,15013,BBB,2014B,198.0,0,69.65458349352106
2280,155,15014,BBB,2014B,,1,51.4543532779407
2281,181,15015,BBB,2014B,44.0,0,85.4552111328245
2282,181,15016,BBB,2014B,80.0,0,71.05790525085862
2283,181,15017,BBB,2014B,112.0,0,57.76566024365471
2284,181,15018,BBB,2014B,147.0,0,68.57339550438144
2285,181,15019,BBB,2014B,193.0,0,62.556955078104025
2286,181,15008,BBB,2014B,18.0,0,67.74577558975331
2287,181,15009,BBB,2014B,46.0,0,85.06731785458291
2288,181,15010,BBB,2014B,89.0,0,75.96926547081141
2289,181,15011,BBB,2014B,121.0,0,64.24490584632272
2290,181,15012,BBB,2014B,153.0,0,67.6804813236169
2291,181,15013,BBB,2014B,192.0,0,64.77088226203432
2292,181,15014,BBB,2014B,,0,32.74405727174015
2293,175,15015,BBB,2014B,54.0,0,80.65613649984847
2294,175,15016,BBB,2014B,91.0,1,83.48022114514345
2295,175,15017,BBB,2014B,121.0,0,78.5098169453094
2296,175,15018,BBB,2014B,148.0,0,76.55033909214424
2297,175,15019,BBB,2014B,199.0,0,59.29623106512681
2298,175,15008,BBB,2014B,9.0,0,84.15035555286653
2299,175,15009,BBB,2014B,35.0,0,63.47443696520835
2300,175,15010,BBB,2014B,87.0,0,31.768380216440157
2301,175,15011,BBB,2014B,120.0,0,100.0
2302,175,15012,BBB,2014B,148.0,0,100.0
2303,175,15013,BBB,2014B,199.0,0,71.05943747174567
2304,175,15014,BBB,2014B,,0,45.27099030027645
2305,35,15015,BBB,2014B,45.0,0,74.30451365387184
2306,35,15016,BBB,2014B,84.0,1,94.49667940432819
2307,35,15017,BBB,2014B,123.0,1,35.95890486154755
2308,35,15018,BBB,2014B,158.0,0,61.622043117523525
2309,35,15019,BBB,2014B,201.0,0,62.392737973707774
2310,35,15008,BBB,2014B,13.0,0,47.2332402865909
2311,35,15009,BBB,2014B,44.0,0,83.80748073831573
2312,35,15010,BBB,2014B,84.0,1,61.408289517861704
2313,35,15011,BBB,2014B,117.0,1,43.65270783481446
2314,35,15012,BBB,2014B,148.0,0,44.735286088313906
2315,35,15013,BBB,2014B,189.0,0,66.87514357808375
2316,35,15014,BBB,2014B,,0,83.04878893137439
2317,4,15015,BBB,2014B,50.0,0,58.90664332488688
2318,4,15016,BBB,2014B,89.0,0,77.41001798198326
2319,4,15017,BBB,2014B,118.0,0,42.29875308965425
2320,4,15018,BBB,2014B,161.0,0,54.51284874818455
2321,4,15019,BBB,2014B,192.0,1,71.32547560519427
2322,4,15008,BBB,2014B,13.0,0,92.32429570411576
2323,4,15009,BBB,2014B,42.0,0,53.16968260658865
2324,4,15010,BBB,2014B,91.0,1,100.0
2325,4,15011,BBB,2014B,114.0,0,50.63032029677767
2326,4,15012,BBB,2014B,161.0,0,80.66931296649469
2327,4,15013,BBB,2014B,193.0,0,79.24670533626734
2328,4,15014,BBB,2014B,,0,74.52863892521682
2329,45,15015,BBB,2014B,50.0,0,63.26662119501773
2330,45,15016,BBB,2014B,78.0,0,53.99843535584813
2331,45,15017,BBB,2014B,119.0,0,46.33122972254014
2332,45,15018,BBB,2014B,153.0,0,73.09551715547067
2333,45,15019,BBB,2014B,190.0,0,54.5259143422095
2334,45,15008,BBB,2014B,14.0,0,37.68408143898111
2335,45,15009,BBB,2014B,38.0,1,73.40034283896739
2336,45,15010,BBB,2014B,84.0,0,68.68048289534725
2337,45,15011,BBB,2014B,125.0,1,85.96672188561477
2338,45,15012,BBB,2014B,159.0,0,57.02140610000647
2339,45,15013,BBB,2014B,199.0,0,48.925526782106296
2340,45,15014,BBB,2014B,,0,48.256755087760055
2341,157,15015,BBB,2014B,44.0,1,84.42688457472778
2342,157,15016,BBB,2014B,83.0,0,62.04232787952699
2343,157,15017,BBB,2014B,126.0,0,64.81298041664216
2344,157,15018,BBB,2014B,150.0,1,53.83168068278404
2345,157,15019,BBB,2014B,192.0,0,77.23143100599515
2346,157,15008,BBB,2014B,10.0,0,82.93594965210602
2347,157,15009,BBB,2014B,49.0,0,87.92532990486299
2348,157,15010,BBB,2014B,91.0,0,59.81493614803415
2349,157,15011,BBB,2014B,112.0,0,50.61932808075014
2350,157,15012,BBB,2014B,148.0,0,59.75037904506224
2351,157,15013,BBB,2014B,194.0,0,83.13568533350859
2352,157,15014,BBB,2014B,,0,70.14625666732248
2353,149,15015,BBB,2014B,46.0,0,80.5873302875562
2354,149,15016,BBB,2014B,90.0,1,79.53984230097592
2355,149,15017,BBB,2014B,124.0,0,54.515595717642654
2356,149,15018,BBB,2014B,157.0,0,85.37408995042694
2357,149,15019,BBB,2014B,191.0,0,37.699399041923755
2358,149,15008,BBB,2014B,13.0,0,64.33938182026523
2359,149,15009,BBB,2014B,41.0,0,85.59085755915551
2360,149,15010,BBB,2014B,77.0,0,31.06383823814548
2361,149,15011,BBB,2014B,115.0,0,82.23688414119997
2362,149,15012,BBB,2014B,153.0,0,79.74079939277533
2363,149,15013,BBB,2014B,200.0,1,57.07599353044544
2364,149,15014,BBB,2014B,,0,66.58843142318736
2365,1,15015,BBB,2014B,42.0,0,63.43338302139686
2366,1,15016,BBB,2014B,88.0,0,54.69061453832282
2367,1,15017,BBB,2014B,126.0,0,89.53319668621059
2368,1,15018,BBB,2014B,158.0,0,74.02976964949893
2369,1,15019,BBB,2014B,193.0,0,43.317428647124046
2370,1,15008,BBB,2014B,15.0,0,100.0
2371,1,15009,BBB,2014B,41.0,1,73.80501827244804
2372,1,15010,BBB,2014B,90.0,0,86.86748858060389
2373,1,15011,BBB,2014B,118.0,0,100.0
2374,1,15012,BBB,2014B,158.0,0,62.54643912480772
2375,1,15013,BBB,2014B,196.0,1,37.94686372030701
2376,1,15014,BBB,2014B,,1,58.16448798279738
2377,178,15015,BBB,2014B,44.0,0,60.46675592552001
2378,178,15016,BBB,2014B,78.0,0,77.98295442140841
2379,178,15017,BBB,2014B,115.0,0,69.129710088469
2380,178,15018,BBB,2014B,160.0,0,68.24706396524475
2381,178,15019,BBB,2014B,189.0,0,60.20739664738785
2382,178,15008,BBB,2014B,12.0,0,60.535035102032566
2383,178,15009,BBB,2014B,38.0,0,67.01243092420366
2384,178,15010,BBB,2014B,85.0,0,87.6573884744009
2385,178,15011,BBB,2014B,125.0,0,53.83836791372265
2386,178,15012,BBB,2014B,157.0,0,61.535855523578746
2387,178,15013,BBB,2014B,193.0,0,72.27146798458521
2388,178,15014,BBB,2014B,,0,85.39702960539346
2389,198,15015,BBB,2014B,43.0,0,75.50338626524336
2390,198,15016,BBB,2014B,81.0,0,17.22937075044628
2391,198,15017,BBB,2014B,115.0,0,59.44762601726964
2392,198,15018,BBB,2014B,151.0,0,65.70544385290607
2393,198,15019,BBB,2014B,202.0,0,52.220298918666444
2394,198,15008,BBB,2014B,12.0,0,43.39465880438615
2395,198,15009,BBB,2014B,39.0,0,68.69517625576883
2396,198,15010,BBB,2014B,79.0,0,57.66527842965955
2397,198,15011,BBB,2014B,118.0,0,52.157456523367934
2398,198,15012,BBB,2014B,151.0,0,24.468444468011292
2399,198,15013,BBB,2014B,196.0,1,54.69121417128085
2400,198,15014,BBB,2014B,,1,60.66507803133909
2401,200,15015,BBB,2014B,47.0,0,83.05562137202307
2402,200,15016,BBB,2014B,78.0,0,55.65500855801553
2403,200,15017,BBB,2014B,122.0,0,57.43318959096007
2404,200,15018,BBB,2014B,151.0,1,74.72837663698562
2405,200,15019,BBB,2014B,197.0,0,45.55663587701926
2406,200,15008,BBB,2014B,12.0,0,35.392874439942105
2407,200,15009,BBB,2014B,45.0,0,44.76161872445307
2408,200,15010,BBB,2014B,80.0,0,100.0
2409,200,15011,BBB,2014B,112.0,0,72.5152485670166
2410,200,15012,BBB,2014B,147.0,0,45.89449002614377
2411,200,15013,BBB,2014B,197.0,1,75.54579837674655
2412,200,15014,BBB,2014B,,0,50.65214634861974
2413,80,15015,BBB,2014B,56.0,0,60.65112129240047
2414,80,15016,BBB,2014B,79.0,0,29.36795141553351
2415,80,15017,BBB,2014B,119.0,0,91.58144193988191
2416,80,15018,BBB,2014B,147.0,1,100.0
2417,80,15019,BBB,2014B,202.0,0,32.11251117525721
2418,80,15008,BBB,2014B,12.0,0,100.0
2419,80,15009,BBB,2014B,49.0,0,88.61606121132462
2420,80,15010,BBB,2014B,85.0,0,62.18235660691241
2421,80,15011,BBB,2014B,114.0,1,54.46796543423078
2422,80,15012,BBB,2014B,154.0,0,43.348191846719004
2423,80,15013,BBB,2014B,192.0,0,92.26726700147118
2424,80,15014,BBB,2014B,,0,45.468835910480664
2425,67,15015,BBB,2014B,56.0,0,42.738670179145004
2426,67,15016,BBB,2014B,89.0,0,60.82905258684821
2427,67,15017,BBB,2014B,125.0,0,55.024543153336424
2428,67,15018,BBB,2014B,148.0,1,54.24925396305362
2429,67,15019,BBB,2014B,194.0,0,86.7071424862376
2430,67,15008,BBB,2014B,10.0,0,60.35172775765809
2431,67,15009,BBB,2014B,38.0,1,87.9875554623804
